Catégorie,Diagnostic,clean_categorie,predicted_categorie
M3 > Finance,tiers à créer,M3,Infogérance
M3 > Finance,MAJ dossier fiscal,M3,M3
M3 > Finance,matricules à créer,M3,M3
M3 > MOS,plus d'actualité,M3,M3
M3 > MOS Paramétrage,Paramétrage M. ANDU Moses sur imprimante NDOKUBM101,M3,M3
M3 > MOS Paramétrage,ABSENCE DES MAILS EDITION M3,M3,M3
M3 > MOS Paramétrage,PARAMETRAGE IMPRIMANTE,M3,Securité
M3 > MOS Paramétrage,Impression des OA est bloquée,M3,M3
M3 > MOS Paramétrage,Paramétrage Impriment Erroné,M3,M3
M3 > MOS Paramétrage,EDITION BON DE RECEPTION,M3,Postes
M3 > MOS Paramétrage,non remonté des écarts,M3,Securité
M3 > MOS Paramétrage,pas d'impression des bons de livraison M3,M3,M3
M3 > MOS Paramétrage,EDITIONS DES OA DANS M3,M3,M3
M3 > Paramètrage,tiers à créer,M3,M3
M3 > Paramètrage,connexion article/dépôt,M3,M3
M3 > Paramètrage,EN COURS DE TRAITEMENT,M3,M3
M3 > Production,Nous attendons le complément d'information à la suite de vos travaux,M3,M3
M3 > Production,Le lot est déjà connecté à un emplacement,M3,M3
M3 > Production,L'OF est bloqué car déjà ouvert dans une autre session utilisateur,M3,M3
M3 > Production,EPI NE PASSE PAS DANS OD,M3,M3
M3 > Production,L'OF est déjà ouvert dans une autre session et ne peut plus être modifiée,M3,M3
M3 > Production,Impossible de créer l'OF sur l'article VIP12BTC,M3,M3
M3 > Production,CODES ARTICLES A CONNECTER AU DEPOT 312,M3,M3
M3 > Production,CONNEXION ARTICLE AUX DEPOTS 270 &amp; 803 / REVISION 2022 PDR DE LA BANDEROLEUSE CH8 UBG YAOUNDE,M3,M3
M3 > Production,Impossible de créer l'OF du VIP12BSO,M3,M3
M3 > Production,Impossible de créer l'OF du VIP12BSO,M3,M3
M3 > Production,connexion articles aux dépôts 270 &amp; 803 / REVISION 2022 PDR DE LA SOUFFLEUSE KRONES CH8 UBG YAOUNDE,M3,M3
M3 > Production,DEMANDE DE CODIFICATION,M3,M3
M3 > Production,DEMANDE DE CODIFICATION ARTICLE,M3,Securité
M3 > SCM,CONNEXION ARTICLE AUX DEPOTS 270 &amp; 803 / REVISION 2022 PDR DES EQUIPEMENTS KHS CH6,M3,Postes
M3 > SCM,pas de code article,M3,Materiel
M3 > Technique,Article à connecter au dépôt 803,M3,Materiel
M3 > Technique,MAJ dossier fiscal,M3,Materiel
M3 > Technique,Les fiches article dépôt des articles mentionnés ont un emplacement par défaut et la méthode de stockage est unique,M3,Postes
Materiel > Autres,Tablette à réinitialiser,Materiel,Materiel
Materiel > Autres,besoin de souris pour ordinateurs,Materiel,Materiel
Materiel > Autres,Le laptop est presque vétuste malgré le remplacement de la batterie par une neuve.,Materiel,Postes
Materiel > Autres,chargeur laptop HS,Materiel,Reseau
Materiel > Autres,Batterie gonflée,Materiel,Postes
Materiel > Autres,touches numérique désactivé,Materiel,Postes
Materiel > Autres,Batterie CMRLPT19133 gonflée,Materiel,Postes
Materiel > Autres,Batterie laptop HS,Materiel,Materiel
Materiel > Cibelite,PC non connecté sur le réseau. blocage NAC,Materiel,Postes
Materiel > Laptop,déconnexion du poste téléphonique,Materiel,Materiel
Materiel > Laptop,Problème de lenteur machine,Materiel,Materiel
Materiel > Laptop,Problème de composant de la carte mère defectueuse,Materiel,Materiel
Materiel > Laptop,Besoin d'un convertiseur,Materiel,Materiel
Materiel > Laptop,Batterie CMRLPT19091 gonflée,Materiel,Materiel
Materiel > Laptop,ram à 8 go,Materiel,Materiel
Materiel > Laptop,Problème de batterie gonflée,Materiel,Postes
Materiel > Laptop,Batterie du laptop gonflée,Materiel,M3
Materiel > Laptop,Problème de chargeur HS,Materiel,Postes
Materiel > Laptop,Circuit de charge hs,Materiel,Materiel
Materiel > Laptop,Batterie laptop enflée,Materiel,Reseau
Materiel > Laptop,Batterie machine enflée,Materiel,Reseau
Materiel > Laptop,Impossible d'avoir accès au disque sur mon laptop SBLPT18045,Materiel,M3
Materiel > Lecteur biométrique,création des hotes niveau Nagios,Materiel,Securité
Materiel > Serveur,Fichier à intégré sur le serveur,Materiel,M3
Materiel > Telephone,pas de téléphone pour l'instant. Besoin enregistré,Materiel,Securité
Materiel > Telephone,Besoin de téléphone bureautique,Materiel,Postes
Materiel > Telephone,déconnexion réseau du poste,Materiel,Securité
Materiel > Telephone,"Bonjour Pierre,

Merci de m’appeler au tél : 699 10 61 30 ou me communiquer ton numéro.",Materiel,Securité
Materiel > Telephone,Problème d'authentification NAC,Materiel,Securité
Materiel > Telephone,Nous verrons demain pour rebasculer sur l'autre prisePrise reseau à voir,Materiel,Securité
Materiel > Telephone,Problème d'authentification NAC,Materiel,M3
Materiel > Telephone,mauvais paramétrage du poste,Materiel,Securité
Materiel > Telephone,soucis avec les postes 8012 sur le NAC,Materiel,Optimaint
Materiel > Telephone,Problème d'authentification NAC,Materiel,Securité
Materiel > Telephone,Problème d'authentification NAC,Materiel,Postes
Materiel > Telephone,problème d'authentification NAC.,Materiel,Optimaint
Materiel > Vidéo Projecteur,"Les Investissements concernant achat de vidéo ne sont pas encore ouverts

Bien vouloir attendre la création des codes projets",Materiel,Optimaint
Optimaint > Achat,da 3130718 non deverser dans infor,Optimaint,Optimaint
Optimaint > Achat,Droit d'accès dans Optimaint,Optimaint,Optimaint
Optimaint > Achat,problème NAC et réseau,Optimaint,Optimaint
Optimaint > Achat,Merci d'utiliser Internet explorer pour accéder à Optimaint,Optimaint,Securité
Optimaint > Achat,BR SUR OA OPTIMAIN 3272203,Optimaint,Optimaint
Optimaint > Achat,CREATION EQUIPEMENTS DANS OPTIMAINT CREATION EQUIPEMENTS DANS OPTIMAINT,Optimaint,Optimaint
Optimaint > Achat,PROBLEME CONNEXION OPTIMAINT,Optimaint,M3
Optimaint > Achat,PAS D'ACCES DANS OPTIMAINT,Optimaint,Workflows
Optimaint > Achat,DA 3138853 : NON REMONTEE AU PPS170,Optimaint,Optimaint
Optimaint > Achat,merci de remplir la fiche de profil,Optimaint,Postes
Optimaint > Achat,IMPOSSIBLE DE SE CONNECTER A OPTIMAINT,Optimaint,Optimaint
Optimaint > Achat,Démarrer OPTIMAINT,Optimaint,Securité
Optimaint > Achat,Anomalie sur serveur S100FTSE105,Optimaint,M3
Optimaint > Achat,DA 3139353 VALIDEE MAIS NON TRANSFEREE DANS WORKFLOW,Optimaint,Securité
Optimaint > Achat,BT. N° 434686,Optimaint,Optimaint
Optimaint > Achat,EN COURS DE TRAITEMENT,Optimaint,M3
Optimaint > Editions personnalisée,Démarrer OPTIMAINT,Optimaint,M3
Optimaint > Intervention,ENCOURS D'ANALYSE,Optimaint,Postes
Optimaint > Intervention,DA NON REMONTEES DANS LE PPS170,Optimaint,Optimaint
Optimaint > Intervention,ENCOURS D'ANALYSE,Optimaint,M3
Optimaint > Intervention,IMPOSSIBLE DE SE CONNECTER A OPTIMAINT,Optimaint,Securité
Optimaint > Intervention,CODIFICATION OUTILLAGE,Optimaint,Securité
Optimaint > Stock,DEMANDE DE CODIFICATION suite,Optimaint,M3
Optimaint > Techniques,ceci n'est pas un incident,Optimaint,Optimaint
Optimaint > Techniques,DDE de déconnexion sur serveur Optimaint,Optimaint,M3
Optimaint > Techniques,incident general,Optimaint,Materiel
Optimaint > Techniques,mot de passe initialisé,Optimaint,Applications
Optimaint > Techniques,DEMANDE DE CREATION FICHE DE STOCK DANS M3,Optimaint,Reseau
Optimaint > Techniques,DEMANDE DE CODIFICATION,Optimaint,Securité
Optimaint > Techniques,pas encore utilisateur Optimaint,Optimaint,Applications
Optimaint > Techniques,Réception des ENCOURS,Optimaint,E-lions
Postes de travail > Installation et Configuration,Batterie H S,Postes,Postes
Postes de travail > Installation et Configuration,Problème d'ouverture du lien GED,Postes,Postes
Postes de travail > Installation et Configuration,Connexion impossible,Postes,E-lions
Postes de travail > Installation et Configuration,validation facture dans infor,Postes,Postes
Postes de travail > Installation et Configuration,accès Qlikview,Postes,M3
Postes de travail > Installation et Configuration,Lenteur excessive de e-lions,Postes,Securité
Postes de travail > Installation et Configuration,Impossible de travailler sur visio,Postes,M3
Postes de travail > Installation et Configuration,"Impossible de démarrer Outlook en client lourd"" il affiche ""Déconnecté"".""",Postes,Postes
Postes de travail > Installation et Configuration,Lenteur e-lions,Postes,Postes
Postes de travail > Installation et Configuration,Réservations hôtels en ligne,Postes,M3
Postes de travail > Installation et Configuration,PARAMETRAGE,Postes,Securité
Postes de travail > Installation et Configuration,Switch basculé sur le NAC ce jour pat charles,Postes,Postes
Postes de travail > Installation et Configuration,problème paramétrage date,Postes,Securité
Postes de travail > Installation et Configuration,probleme de conversion de cellule,Postes,Infogérance
Postes de travail > Installation et Configuration,Signature non activée,Postes,Reseau
Postes de travail > Installation et Configuration,PRESENCE ASTERIE,Postes,Postes
Postes de travail > Installation et Configuration,Décès de M. NZOMO KONCHEUPA Dieudonné - Chef de Groupe Mécanicien,Postes,M3
Postes de travail > Installation et Configuration,Absence de signature numérique dans le mail de l'utilisateur.,Postes,Securité
Postes de travail > Installation et Configuration,Site integré dans les exceptions,Postes,Securité
Postes de travail > Installation et Configuration,IMPRIMANTE BALIUBM008 EN PANNE,Postes,M3
Postes de travail > Installation et Configuration,Problème réseau dans le bureau.,Postes,Postes
Postes de travail > Installation et Configuration,Problème d'ouverture de Elions,Postes,Postes
Postes de travail > Installation et Configuration,problème de mise à jour de l'anti virus,Postes,Postes
Postes de travail > Installation et Configuration,Visualisation facture bloquée par le NAC,Postes,Securité
Postes de travail > Installation et Configuration,Dysfonctionnement au niveau du serveur DHCP,Postes,Applications
Postes de travail > Installation et Configuration,Non ouverture de e-leader mobile visit due à une mise à jour de l'application non effectuée,Postes,Postes
Postes de travail > Installation et Configuration,Problème d'antivirus,Postes,M3
Postes de travail > Installation et Configuration,Problème d'ouverture de fichier,Postes,Postes
Postes de travail > Installation et Configuration,Lenteur du poste de travail.,Postes,Postes
Postes de travail > Installation et Configuration,lien d'accès erroné,Postes,Postes
Postes de travail > Installation et Configuration,SUPPRESSION PIECES JOINTES DANS LA GED,Postes,Postes
Postes de travail > Installation et Configuration,Problème réseau dans l'ensemble du site,Postes,M3
Postes de travail > Installation et Configuration,Adaptateur RJ45/USB HS à remplacer.L'adaptateur utilisé par cet utilisateur est HS.,Postes,Postes
Postes de travail > Installation et Configuration,Message de non remis,Postes,Postes
Postes de travail > Installation et Configuration,L'utilisateur n'édite pas,Postes,Reseau
Postes de travail > Installation et Configuration,Proxy activé empêche de se connecter sur l'application,Postes,Securité
Postes de travail > Installation et Configuration,Utilisateur migré sur un autre poste à configurer.,Postes,Postes
Postes de travail > Installation et Configuration,problèmes de connections,Postes,Postes
Postes de travail > Installation et Configuration,disfonctionnement momentané de la connexion,Postes,Flotte
Postes de travail > Installation et Configuration,"INFOR NE SOUVRE PAS , GES fax aussi",Postes,Flotte
Postes de travail > Installation et Configuration,Câble réseau mal fixé à l'arrière du laptop.,Postes,M3
Postes de travail > Installation et Configuration,La signature est bien actualisée sur le cloud.Il faudra éventuellement actualiser le client letsignit sur son postePoste utilisateur non redémarré suite mise à jour Signature,Postes,Postes
Postes de travail > Installation et Configuration,ANCIENNE VERSION installée sur le poste,Postes,M3
Postes de travail > Installation et Configuration,Ouverture de Microsoft Excel ralentie par la saturation de la mémoire vive de pc CMRUCT19041,Postes,Postes
Postes de travail > Installation et Configuration,Plantage SIM,Postes,Reseau
Postes de travail > Installation et Configuration,Problème de remonté du numéro de planification,Postes,Postes
Postes de travail > Installation et Configuration,Demande traitée,Postes,Postes
Postes de travail > Installation et Configuration,connexion internet de l'utilisateur disponible à partir de 10H,Postes,Postes
Postes de travail > Installation et Configuration,instabilité du courant électrique,Postes,Reseau
Postes de travail > Installation et Configuration,L'utilisateur ne reçoit pas les mails,Postes,Workflows
Postes de travail > Installation et Configuration,Le connecteur correspondant à sa prise réseau n'est pas stable.,Postes,Securité
Postes de travail > Installation et Configuration,Signature user non activée au bas des mails,Postes,Postes
Postes de travail > Installation et Configuration,Problème d'erreur MEC sur la facture,Postes,Reseau
Postes de travail > Installation et Configuration,Problème de connexion,Postes,Postes
Postes de travail > Installation et Configuration,Problème réseau.,Postes,Postes
Postes de travail > Installation et Configuration,Problème lié à la procédure du WF,Postes,Securité
Postes de travail > Installation et Configuration,Application Infor,Postes,Securité
Postes de travail > Installation et Configuration,Problème d'informatique_atelier Electricité,Postes,Applications
Postes de travail > Installation et Configuration,micro coupure de réseau,Postes,Applications
Postes de travail > Installation et Configuration,L'user n'edite pas les fichiers,Postes,Postes
Postes de travail > Installation et Configuration,Tout est OK niveau AD.,Postes,Postes
Postes de travail > Installation et Configuration,L'user n'accède pas au fichier lims.,Postes,Materiel
Postes de travail > Installation et Configuration,L'user n’a pas accès au dossier partagé du service,Postes,M3
Postes de travail > Installation et Configuration,Problème de proxy,Postes,Postes
Postes de travail > Installation et Configuration,L'user ne joint pas les pièces,Postes,Postes
Postes de travail > Installation et Configuration,Installation faite sur le laptopPC non connecté au réseau pour activation,Postes,M3
Postes de travail > Installation et Configuration,Le problème était lié au réseau sur le site.,Postes,Postes
Postes de travail > Installation et Configuration,problème d'authentification NAC du poste de téléphone,Postes,Postes
Postes de travail > Installation et Configuration,Porblème de données,Postes,Postes
Postes de travail > Installation et Configuration,plutôt ms forms,Postes,Postes
Postes de travail > Installation et Configuration,Dysfonctionnement du service de synchronisation des annuaires,Postes,Materiel
Postes de travail > Installation et Configuration,Extraction des ventes du mois de décembre,Postes,M3
Postes de travail > Installation et Configuration,Problème de connexion à ELions,Postes,Reseau
Postes de travail > Installation et Configuration,Problème d'accès,Postes,M3
Postes de travail > Installation et Configuration,BESOIN D'INFO,Postes,M3
Postes de travail > Installation et Configuration,Connexion Time Repoter impossible,Postes,Workflows
Postes de travail > Installation et Configuration,Avons attendu le laptop pour dépannage sans suite,Postes,M3
Postes de travail > Installation et Configuration,L'utilisateur a deux connexions : Une filaire par câble RJ45 qui est instable et l'autre par WIFI_SABC.,Postes,Postes
Postes de travail > Installation et Configuration,instabilité réseau,Postes,M3
Postes de travail > Installation et Configuration,Problème de mise à jour,Postes,M3
Postes de travail > Installation et Configuration,Ce n'est pas un incident.,Postes,Postes
Postes de travail > Installation et Configuration,c'est à la hiérarchie de l'utilisateur de faire la demande d'accès en précisant si c'est en lecture simple ou en lecture/écriture,Postes,Postes
Postes de travail > Installation et Configuration,plus d'actualité,Postes,Optimaint
Postes de travail > Installation et Configuration,Poste nouvellement installé,Postes,Postes
Postes de travail > Installation et Configuration,Problème de remonté des numéro de planification dans l'OF,Postes,Postes
Postes de travail > Installation et Configuration,KaPiTau est géré par la DI,Postes,Reseau
Postes de travail > Installation et Configuration,Nouveau poste de travail à configurer.,Postes,Materiel
Postes de travail > Installation et Configuration,L'utilisateur n'a pas de mail.,Postes,Securité
Postes de travail > Installation et Configuration,Message de blocage lors de l'ouverture de optimaint,Postes,M3
Postes de travail > Installation et Configuration,problème d'autorisations,Postes,M3
Postes de travail > Installation et Configuration,Incident Problème de validation de demane de permission,Postes,Securité
Postes de travail > Installation et Configuration,lenteur réseau instantanné,Postes,Postes
Postes de travail > Installation et Configuration,Mise à jour de la machine,Postes,Postes
Postes de travail > Installation et Configuration,soucis au niveau du port du switth,Postes,Postes
Postes de travail > Installation et Configuration,plus d'actualité,Postes,Infrastructure
Postes de travail > Installation et Configuration,compte Outlook supprimé en raison d'une récidivité de MP acquis,Postes,M3
Postes de travail > Installation et Configuration,Poste bloqué par le NAC,Postes,Securité
Postes de travail > Installation et Configuration,Impression impossible sur le poste.,Postes,M3
Postes de travail > Installation et Configuration,Votre boîte aux lettres d'archivage est presque pleine.,Postes,Reseau
Postes de travail > Installation et Configuration,Problème de limite d'affichage atteinte,Postes,Postes
Postes de travail > Installation et Configuration,Prière d'affecter aux Administrateurs My Brasserie / My Siroperie,Postes,Postes
Postes de travail > Installation et Configuration,NON FONCTIONNEMENT DE OUTLOOCK,Postes,Postes
Postes de travail > Installation et Configuration,Impossible de se connecté à M3.,Postes,Reseau
Postes de travail > Installation et Configuration,Site bloqué,Postes,Materiel
Postes de travail > Installation et Configuration,Réseau instable. Apparition du globe au niveau du réseau,Postes,Postes
Postes de travail > Installation et Configuration,Problème de connexion à Elions,Postes,M3
Postes de travail > Installation et Configuration,Difficulté à travailler dans le PC AM FILTRATION,Postes,Postes
Postes de travail > Installation et Configuration,l'utilisateur n'arrive pas à imprimer et à accéder à son profil,Postes,Securité
Postes de travail > Installation et Configuration,L'utilisateur saisissait l'adresse web hors réseau SABC,Postes,M3
Postes de travail > Installation et Configuration,"De temps en temps le poste affiche sabc.cm pas d'internet"" avec une boule qui ressemble à un globe.""",Postes,Postes
Postes de travail > Installation et Configuration,je ne gère pas cette application,Postes,Postes
Postes de travail > Installation et Configuration,Synchronisation des données impossible,Postes,M3
Postes de travail > Installation et Configuration,Modification des paramètres,Postes,Postes
Postes de travail > Installation et Configuration,lenteur LIMS,Postes,Postes
Postes de travail > Installation et Configuration,Workflow non remonté vaers l'assistant budget car procédure non respectée,Postes,Postes
Postes de travail > Installation et Configuration,"La connexion qui part du téléphone vers le PC affiche Pas d'accès internet"".""",Postes,Postes
Postes de travail > Installation et Configuration,Access à baliged001,Postes,Postes
Postes de travail > Installation et Configuration,Site bloqué,Postes,Securité
Postes de travail > Installation et Configuration,user de KOUMASSI. A t-il accès à Internet??User pas accès à Internet,Postes,Postes
Postes de travail > Installation et Configuration,lenteur constatée sur l'ensemble du site de bonaberi,Postes,Postes
Postes de travail > Installation et Configuration,Anomalie sur le nom de l'intervenant .,Postes,Postes
Postes de travail > Installation et Configuration,LE fichier PDF n'est pas à jour,Postes,M3
Postes de travail > Installation et Configuration,Problème réseau AM chaine 05,Postes,Postes
Postes de travail > Installation et Configuration,difficulté d'affichage des justifs dans M3.,Postes,Postes
Postes de travail > Installation et Configuration,"Nous avons travaillés avec Rodrigue ce matin et les constats étaient les suivant :

-	Les GPO ci-dessous marquées n’étaient pas appliquées sur le poste

Diverses actions menées :

-	Redémarrage du switch à OK

-	Suppression de l’authentification NAC sur le port 14 à le poste a pris une adresse IP conforme

-	Update des GPO à KO, l’opération n’a pas convenablement aboutie

-	Sortie + remise du poste dans le domaine à OK, l’ensemble des GPO ce sont appliquées au poste

-	Activation du NAC sur le port 14 à OK, le poste a été authentifié maintenu son état de bon fonctionnement",Postes,Postes
Postes de travail > Installation et Configuration,"Aucune réponse reçue ni du demandeur ni de ses collègues en copie du mail.Demandeur pas joignable, ni par téléphone ni par mail.",Postes,Postes
Postes de travail > Installation et Configuration,disfonctionnement du pilote,Postes,M3
Postes de travail > Installation et Configuration,plus d'actualité,Postes,Securité
Postes de travail > Installation et Configuration,AFFECTATION ET MODIFICATION POSTE DE TRAVAIL DANS ELEADER,Postes,Postes
Postes de travail > Installation et Configuration,Licence Ms Project désactivé sur le poste CMRLPT19183.ras,Postes,Postes
Postes de travail > Installation et Configuration,L'utilisateur est plutôt à yaoundé,Postes,Postes
Postes de travail > Installation et Configuration,Problème d'erreur MEC sur la facture,Postes,Securité
Postes de travail > Installation et Configuration,non remontée des factures,Postes,Securité
Postes de travail > Installation et Configuration,demande effectuée à la hotline,Postes,Postes
Postes de travail > Installation et Configuration,Problème ouverture de planner sur internet explorer,Postes,Workflows
Postes de travail > Installation et Configuration,Impossible d'ouvrir ce questionnaire,Postes,Securité
Postes de travail > Installation et Configuration,clavier remplacé,Postes,Postes
Postes de travail > Installation et Configuration,Protection antivirus,Postes,Postes
Postes de travail > Installation et Configuration,Chauffage du projecteur,Postes,Applications
Postes de travail > Installation et Configuration,lenteur des postes dell 7050,Postes,Postes
Postes de travail > Installation et Configuration,Validation Workflows pour la mission,Postes,Reseau
Postes de travail > Installation et Configuration,Incident transféré à l'Administrateur Cloud,Postes,Infrastructure
Postes de travail > Installation et Configuration,Eleader visite ne fonctionne pas,Postes,Securité
Postes de travail > Installation et Configuration,mpossibilité à se connecter à E LEADER,Postes,Reseau
Postes de travail > Installation et Configuration,"L'utilisateur ouvre bien la GED, il voudrait plutôt dire qu'il n'a pas accès aux bulletins de paie.",Postes,Postes
Postes de travail > Installation et Configuration,Problème réseaux,Postes,Reseau
Postes de travail > Installation et Configuration,Connexion impossible,Postes,Securité
Postes de travail > Installation et Configuration,Prière d'affecter à l'Administrateur My Brasserie et My Siroperie,Postes,Reseau
Postes de travail > Installation et Configuration,Accès au site,Postes,M3
Postes de travail > Installation et Configuration,ouverture lien,Postes,M3
Postes de travail > Installation et Configuration,Indisponibilité de l'utilisateur quand nous voulons intervenir.,Postes,Postes
Postes de travail > Installation et Configuration,Problème réseau,Postes,Infogérance
Postes de travail > Installation et Configuration,M. NGOKO n'est pas au centre.Merci de transferer l'incident au Littoral Usine de NDOKOTI.,Postes,M3
Postes de travail > Installation et Configuration,erreur sur le port au niveau du switch,Postes,Postes
Postes de travail > Installation et Configuration,"l'utilisateur ne remonte pas au niveau de la plateforme en ligne.

Helpdesk, déconnecter l'utilisateur du client letsignit et le reconnecter.",Postes,Postes
Postes de travail > Installation et Configuration,Information manquant,Postes,Workflows
Postes de travail > Installation et Configuration,Demande de Modification de mot de passe user revient sans cesse empêchant toute connexion aux applications Office365,Postes,Postes
Postes de travail > Installation et Configuration,problème d'édition,Postes,M3
Postes de travail > Installation et Configuration,voir avec le helpdesk pour appliquer la recommandation,Postes,Postes
Postes de travail > Installation et Configuration,"Merci de faire un 1er diagnostic avec le support Helpdesk du sitesans le numéro de parc du PC, je ne peux absolument rien faire",Postes,Applications
Postes de travail > Installation et Configuration,tout est OK au niveau du cloud. il faut gérer au niveau du PC de l'utilisateur,Postes,M3
Postes de travail > Installation et Configuration,Demande n°592 supprimée dans le WF engagement du personnel,Postes,Optimaint
Postes de travail > Installation et Configuration,Défaut impression BR,Postes,Infogérance
Postes de travail > Installation et Configuration,besoin de MAJ de la signature,Postes,Postes
Postes de travail > Installation et Configuration,problème de définition du serveur,Postes,Reseau
Postes de travail > Installation et Configuration,problème de licence,Postes,M3
Postes de travail > Installation et Configuration,Incompatibilité du navigateur et l'application Powerapps.,Postes,Postes
Postes de travail > Installation et Configuration,"il faut toujours passer par votre helpdesk local, sans numéro de parc de votre machine je ne peux rien faire",Postes,Securité
Postes de travail > Installation et Configuration,Copieur affiche un défaut.,Postes,Reseau
Postes de travail > Installation et Configuration,problème électrique sur le site,Postes,Workflows
Postes de travail > Installation et Configuration,Problème réseau.,Postes,Reseau
Postes de travail > Installation et Configuration,DIFFICULTES POUR PARAMETRAGE COMPTE ADOBE SIGN,Postes,Postes
Postes de travail > Installation et Configuration,Non Ouverture workflow causée par une lenteur internet,Postes,Securité
Postes de travail > Installation et Configuration,L'utilisateur n'a pas de droits sur mms060,Postes,Postes
Postes de travail > Installation et Configuration,problème de connexion réseau sur les miniwitch bloqué à cause du NAC,Postes,Reseau
Postes de travail > Installation et Configuration,demande de document,Postes,Reseau
Postes de travail > Installation et Configuration,problème de connexion de poste au réseau,Postes,M3
Postes de travail > Installation et Configuration,Problème lié au paramètrage,Postes,Securité
Postes de travail > Installation et Configuration,Merci de remplir une fiche d'identité pour demander les droits. Vous n'êtes pas utilisateur optimaint,Postes,Securité
Postes de travail > Installation et Configuration,Les relevés clients lancés ce matin ne remontent pas dans mon mail,Postes,Securité
Postes de travail > Installation et Configuration,Problème de réseau,Postes,Postes
Postes de travail > Installation et Configuration,Problème d'authentification réseau,Postes,M3
Postes de travail > Installation et Configuration,plus d'actualité,Postes,Securité
Postes de travail > Installation et Configuration,Le n° de téléphone enregistré dans O.365 est différent de celui de l'AD,Postes,Applications
Postes de travail > Installation et Configuration,blocage NAC,Postes,Postes
Postes de travail > Installation et Configuration,L'utilisateur n'a pas les droits dans bafousin001,Postes,Postes
Postes de travail > Installation et Configuration,Difficultés à se connecter à E LEADER.,Postes,Infogérance
Postes de travail > Installation et Configuration,"Bonjour cher client,

Veuillez vérifier à nouveau s’il vous plait.

Nous restons en attente",Postes,Reseau
Postes de travail > Installation et Configuration,Nouveau utilisateur sur le site,Postes,Postes
Postes de travail > Installation et Configuration,Problème d'accès internet.,Postes,Optimaint
Postes de travail > Installation et Configuration,Affecter l'incident au secteur 2 dont l'intervenant est EBONGOM Alex.PAS D’ACCÈS A LION DEPUIS Trois jours,Postes,M3
Postes de travail > Installation et Configuration,"Plantage du poste de travail, car resté longtemps non redémarré",Postes,M3
Postes de travail > Installation et Configuration,Mauvaise qualité D'impression,Postes,Reseau
Postes de travail > Installation et Configuration,problème de connexion réseau du NVR,Postes,Reseau
Postes de travail > Installation et Configuration,Problème de signature,Postes,Infogérance
Postes de travail > Installation et Configuration,Soucis informatiques Secrétariat DEX SOCAVER,Postes,Postes
Postes de travail > Installation et Configuration,Pas de remontée de Bordereaux de réception depuis ce matin / M3,Postes,Reseau
Reseau > LAN,"Ces ports ont été désactivés du fait de multiples mauvaises manipulations

La situation a été corrigée…peut ut checker à nouveau STP ?",Reseau,Securité
Reseau > LAN,"perubation reseau ,,origine encore inconnue",Reseau,Reseau
Reseau > LAN,Non accès à BALIBO102 due à mauvaise adresse saisie par l'utilisateur,Reseau,Postes
Reseau > LAN,Imprimante hors réseau,Reseau,Postes
Reseau > LAN,Problème d'ouverture de INFOR,Reseau,Postes
Reseau > LAN,Réseau instable,Reseau,Applications
Reseau > LAN,blocage du mini switch par le NAC,Reseau,M3
Reseau > LAN,perturbation du réseau,Reseau,Reseau
Reseau > LAN,"Le poste affiche sabc.cm ….. pas d'internet"".""",Reseau,Postes
Reseau > LAN,Indisponibilité des deux liaisons réseaux et des équipements informatiques à FOUMBAN,Reseau,M3
Reseau > LAN,Problème de coeexion,Reseau,Reseau
Reseau > LAN,Problème de proxy,Reseau,Reseau
Reseau > LAN,Module et jarretière du switch YAOUSWIT250 défectueux.,Reseau,Postes
Reseau > LAN,Indisponibilité de NDOKACS004,Reseau,M3
Reseau > LAN,Poste Hors Connexion,Reseau,M3
Reseau > LAN,câble non connecté,Reseau,Workflows
Reseau > LAN,Pertubation du réseau,Reseau,M3
Reseau > LAN,instabilité prise réseau murale,Reseau,M3
Reseau > LAN,lenteur constatée sur l'ensemble du site de bonaberi,Reseau,Postes
Reseau > LAN,"Celle de LOUM est à l’état orange. D’après le stagiaire, celle de KOUMASSI est à 

L’état Blanc.",Reseau,Postes
Reseau > LAN,Module SFP HS,Reseau,Reseau
Reseau > LAN,Accès à faire valider par le RSSI,Reseau,Securité
Reseau > LAN,plus d'actualité,Reseau,Reseau
Reseau > LAN,"Ndokoti --> Pb électrique

Nsam --> Intervention Helpdesk",Reseau,Postes
Reseau > LAN,Indisponibilité des deux liaisons réseaux et des équipements informatiques de MAROUA,Reseau,Reseau
Reseau > LAN,"Déconnexion réseau de NDOKSWIT141 , NDOKSWIT155 ce 05/01 à 20 h 16 mn",Reseau,Postes
Reseau > LAN,Problème d'instabilité réseau observé sur le poste,Reseau,Reseau
Reseau > LAN,Maintenance préventive des onduleurs effectuée par les équipements commerciaux.,Reseau,Postes
Reseau > LAN,Problème réseau magasin général,Reseau,Reseau
Reseau > LAN,Indisponibilité de YAOUSWIT250,Reseau,Reseau
Reseau > LAN,Affecter l'incident à Charles MOTASSI.Incident en double avec le ticket 240568 affecté à Orange.Le CCD SA'A signale une grosse lenteur de nos applications sur le site.,Reseau,Reseau
Reseau > LAN,Application de nouveau disponible,Reseau,Reseau
Reseau > LAN,Mauvaise connexion du câble sur la prise réseau.,Reseau,Reseau
Reseau > LAN,Deconnexion de ++équipements réseaux sur le site de SOCAVER ce 17/01/22 05 h 26 mn,Reseau,Reseau
Reseau > MPLS,Indisponibilité du lien MPLS à SEMC,Reseau,Reseau
